Title,Creators,DOI,Publisher,Year Published
"The Turing Way: Empowering researchers in reproducible, ethical, inclusive and collaborative science","Whitaker, Kirstie",10.5281/zenodo.4537450,Zenodo,2021
"The Turing Way: Empowering researchers in reproducible, ethical, inclusive and collaborative science","Whitaker, Kirstie",10.5281/zenodo.4537451,Zenodo,2021
Building a Culture of Collaboration in Open Source Communities with The Turing Way,"Sharan, Malvika",10.5281/zenodo.4536336,Zenodo,2021
Data Study Group Final Report: Greenvest Solutions,Data Study Group Team,10.5281/zenodo.4534348,Zenodo,2021
Data Study Group Final Report: Greenvest Solutions,Data Study Group Team,10.5281/zenodo.4534349,Zenodo,2021
Data Study Group Final Report: Dstl – Anthrax and nerve agent detector,Data Study Group Team,10.5281/zenodo.4534218,Zenodo,2021
Data Study Group Final Report: Dstl – Anthrax and nerve agent detector,Data Study Group Team,10.5281/zenodo.4534219,Zenodo,2021
Humans in data: Categorisations and frictions in data assemblages,"Carter, Laura",10.5281/zenodo.4533837,Zenodo,2021
Humans in data: Categorisations and frictions in data assemblages,"Carter, Laura",10.5281/zenodo.4533838,Zenodo,2021
Data Study Group Final Report: Dstl – Bright-field image segmentation,Data Study Group Team,10.5281/zenodo.4439683,Zenodo,2019
Data Study Group Final Report: Dstl – Bright-field image segmentation,Data Study Group Team,10.5281/zenodo.4452761,Zenodo,2019
Data Study Group Final Report: Dstl – Bright-field image segmentation,Data Study Group Team,10.5281/zenodo.4439684,Zenodo,2019
The Turing Way: Transparent research through the scientific lifecycle,"Whitaker, Kirstie",10.5281/zenodo.4274313,Zenodo,2020
The Turing Way: Transparent research through the scientific lifecycle,"Whitaker, Kirstie",10.5281/zenodo.4274314,Zenodo,2020
"The Turing Way: Reproducible, inclusive, collaborative data science","Whitaker, Kirstie",10.5281/zenodo.3929321,Zenodo,2020
"The Turing Way: Reproducible, inclusive, collaborative data science","Whitaker, Kirstie",10.5281/zenodo.3929322,Zenodo,2020
PREMIERE Research Event: Presentation Slides,"Matar, Omar, Pain, Chris, Angeli, Panagiota, Galvanin, Federico, Arcucci, Rossella, Botsas, Themistoklis, Indranil Pan, Mason, Lachlan, Kovalchuk, Nina, Pranav Vasanthi Bathrinarayanan, Chagot, Loïc, Fria Hossein, Errigo, Matteo, Nausheen Basha",10.5281/zenodo.4268233,Zenodo,2020
PREMIERE Research Event: Presentation Slides,"Matar, Omar, Pain, Chris, Angeli, Panagiota, Galvanin, Federico, Arcucci, Rossella, Botsas, Themistoklis, Indranil Pan, Mason, Lachlan, Kovalchuk, Nina, Pranav Vasanthi Bathrinarayanan, Chagot, Loïc, Fria Hossein, Errigo, Matteo, Nausheen Basha",10.5281/zenodo.4268234,Zenodo,2020
"The Turing Way: A guide to reproducible, ethical and collaborative research practices","Vilas, Martina G., Sharan, Malvika, Whitaker, Kirstie",10.5281/zenodo.4075438,Zenodo,2020
"The Turing Way: A guide to reproducible, ethical and collaborative research practices","Vilas, Martina G., Sharan, Malvika, Whitaker, Kirstie",10.5281/zenodo.4075439,Zenodo,2020
The Turing Way: Making Reproducible Research Too Easy Not To Do,"Whitaker, Kirstie",10.5281/zenodo.4139830,Zenodo,2020
The Turing Way: Making Reproducible Research Too Easy Not To Do,"Whitaker, Kirstie",10.5281/zenodo.4139831,Zenodo,2020
"Data Science, Artificial Intelligence And The Futures Of Work","Ojanperä, Sanna, O'Clery, Neave, Graham, Mark",10.5281/zenodo.1475162,Zenodo,2018
"Data Science, Artificial Intelligence And The Futures Of Work","Ojanperä, Sanna, O'Clery, Neave, Graham, Mark",10.5281/zenodo.1470609,Zenodo,2018
"Data Science, Artificial Intelligence And The Futures Of Work","Ojanperä, Sanna, O'Clery, Neave, Graham, Mark",10.5281/zenodo.1470608,Zenodo,2018
Reproducibility And Open Science,"Ainsworth, Rachael",10.5281/zenodo.1464852,Zenodo,2018
Reproducibility And Open Science,"Ainsworth, Rachael",10.5281/zenodo.1464853,Zenodo,2018
Data Study Group Final Report: Inmarsat,Data Study Group Team,10.5281/zenodo.1418399,Zenodo,2018
Data Study Group Final Report: Inmarsat,Data Study Group Team,10.5281/zenodo.1418400,Zenodo,2018
Data Study Group Final Report: Dstl,Data Study Group Team,10.5281/zenodo.1418378,Zenodo,2018
Data Study Group Final Report: Codecheck,Data Study Group Team,10.5281/zenodo.1415343,Zenodo,2018
Data Study Group Final Report: Codecheck,Data Study Group Team,10.5281/zenodo.1415344,Zenodo,2018
Data Study Group Final Report: Dstl,Data Study Group Team,10.5281/zenodo.1418379,Zenodo,2018
Using Information Theory To Observe Natural Intelligence And Artificial Intelligence,"Lipeng Zhang, Limei Li, Yanming Pearl Zhang",10.5281/zenodo.1124555,Zenodo,2016
Using Information Theory To Observe Natural Intelligence And Artificial Intelligence,"Lipeng Zhang, Limei Li, Yanming Pearl Zhang",10.5281/zenodo.1124554,Zenodo,2016
'Everything Available' - The British Library As Open Science Service Provider,"Reimer, Torsten",10.5281/zenodo.999488,Zenodo,2017
'Everything Available' - The British Library As Open Science Service Provider,"Reimer, Torsten",10.5281/zenodo.999489,Zenodo,2017
There's No Such Thing As Irreproducible Research (Software Credit Edition),"Hong, Neil Chue",10.6084/m9.figshare.3159295.v1,figshare,2016
There's No Such Thing As Irreproducible Research (Software Credit Edition),"Hong, Neil Chue",10.6084/m9.figshare.3159295,figshare,2016
"Alan Turing Institute Symposium on Reproducibility for Data-Intensive Research - full programme, 6-7 April 2016","Burgess, Lucie",10.6084/m9.figshare.3422998.v1,figshare,2016
"Alan Turing Institute Symposium on Reproducibility for Data-Intensive Research - full programme, 6-7 April 2016","Burgess, Lucie",10.6084/m9.figshare.3422998,figshare,2016
Alan Turing Institute symposium on reproducibility for data-intensive research - FINAL REPORT 13.06.2016,"Burgess, Lucie, Carole.Goble@Manchester.Ac.Uk, Paolo.Missier@Newcastle.Ac.Uk, David.Crotty@Oup.Com, Roure, David De, O'Beirne, Richard, T.E.Nichols@Warwick.Ac.Uk, Jeremy.Gibbons@Cs.Ox.Ac.Uk, Richard.Mortier@Cl.Cam.Ac.Uk",10.6084/m9.figshare.3487382.v1,figshare,2016
Alan Turing Institute symposium on reproducibility for data-intensive research - FINAL REPORT 21.07.2016,"Burgess, Lucie, Carole.Goble@Manchester.Ac.Uk, Paolo.Missier@Newcastle.Ac.Uk, David.Crotty@Oup.Com, Roure, David De, O'Beirne, Richard, T.E.Nichols@Warwick.Ac.Uk, Jeremy.Gibbons@Cs.Ox.Ac.Uk, Richard.Mortier@Cl.Cam.Ac.Uk",10.6084/m9.figshare.3487382.v2,figshare,2016
Alan Turing Institute symposium on reproducibility for data-intensive research - FINAL REPORT 21.07.2016,"Burgess, Lucie, Carole.Goble@Manchester.Ac.Uk, Paolo.Missier@Newcastle.Ac.Uk, David.Crotty@Oup.Com, Roure, David De, O'Beirne, Richard, T.E.Nichols@Warwick.Ac.Uk, Jeremy.Gibbons@Cs.Ox.Ac.Uk, Richard.Mortier@Cl.Cam.Ac.Uk",10.6084/m9.figshare.3487382,figshare,2016
"Alan Turing Institute symposium on reproducibility for data-intensive research - Annex B, delegate list","Burgess, Lucie",10.6084/m9.figshare.3487433.v1,figshare,2016
"Alan Turing Institute symposium on reproducibility for data-intensive research - Annex B, delegate list","Burgess, Lucie",10.6084/m9.figshare.3487433,figshare,2016
Making connections in the adolescent brain,"Whitaker, Kirstie",10.6084/m9.figshare.4810603.v1,figshare,2017
Making connections in the adolescent brain,"Whitaker, Kirstie",10.6084/m9.figshare.4810603,figshare,2017
FSCI2020 Lightening Talk: The Turing Way,"Plomp, Esther, Whitaker, Kirstie",10.5281/zenodo.3979178,Zenodo,2020
FSCI2020 Lightening Talk: The Turing Way,"Plomp, Esther, Whitaker, Kirstie",10.5281/zenodo.3979179,Zenodo,2020
Showing your working: a how to guide to reproducible research,"Whitaker, Kirstie",10.6084/m9.figshare.5443201.v1,figshare,2017
Showing your working: a how to guide to reproducible research,"Whitaker, Kirstie",10.6084/m9.figshare.5443201,figshare,2017
Reproducible research at the Turing,"Whitaker, Kirstie, O'Reilly, Martin",10.6084/m9.figshare.5454991.v1,figshare,2017
Reproducible research at the Turing,"Whitaker, Kirstie, O'Reilly, Martin",10.6084/m9.figshare.5454991,figshare,2017
Azure at the Turing: Talk from Microsoft Azure HPC for research round table on 05 October 2017,"O'Reilly, Martin",10.6084/m9.figshare.5473081.v1,figshare,2017
Azure at the Turing: Talk from Microsoft Azure HPC for research round table on 05 October 2017,"O'Reilly, Martin",10.6084/m9.figshare.5473081.v2,figshare,2017
Azure at the Turing: Talk from Microsoft Azure HPC for research round table on 05 October 2017,"O'Reilly, Martin",10.6084/m9.figshare.5473081,figshare,2017
Making Connections in the Adolescent Brain,"Whitaker, Kirstie",10.6084/m9.figshare.5483614.v1,figshare,2017
Making Connections in the Adolescent Brain,"Whitaker, Kirstie",10.6084/m9.figshare.5483614,figshare,2017
Shooting for the stars: Moving from reproducible to open research,"Whitaker, Kirstie",10.6084/m9.figshare.5615674.v1,figshare,2017
Shooting for the stars: Moving from reproducible to open research,"Whitaker, Kirstie",10.6084/m9.figshare.5615674,figshare,2017
Barriers to reproducible research (and how to overcome them),"Whitaker, Kirstie",10.6084/m9.figshare.5634136.v1,figshare,2017
Barriers to reproducible research (and how to overcome them),"Whitaker, Kirstie",10.6084/m9.figshare.5634136,figshare,2017
Azure at the Turing: Talk from the RCUK Cloud Workshop at The Francis Crick Institute on 08 January 2018,"O'Reilly, Martin",10.6084/m9.figshare.5798208.v1,figshare,2018
Azure at the Turing: Talk from the RCUK Cloud Workshop at The Francis Crick Institute on 08 January 2018,"O'Reilly, Martin",10.6084/m9.figshare.5798208,figshare,2018
A how to guide to reproducible research,"Whitaker, Kirstie",10.6084/m9.figshare.5886475.v1,figshare,2018
A how to guide to reproducible research,"Whitaker, Kirstie",10.6084/m9.figshare.5886475,figshare,2018
School of Batman: The Case of the Tree Shade of the Future - Kirstie Whitaker,"Whitaker, Kirstie, Hardeman, Megan, George, Christopher",10.6084/m9.figshare.6120620.v1,figshare,2018
School of Batman: The Case of the Tree Shade of the Future - Kirstie Whitaker,"Whitaker, Kirstie, Hardeman, Megan, George, Christopher, Team Figshare",10.6084/m9.figshare.6120620.v2,figshare,2018
School of Batman: The Case of the Tree Shade of the Future - Kirstie Whitaker,"Whitaker, Kirstie, Hardeman, Megan, George, Christopher, Team Figshare",10.6084/m9.figshare.6120620,figshare,2018
Cloud-first data science at the Alan Turing Institute: Talk from Campus Connections Summit at Imperial College London on 11 April 2018,"O'Reilly, Martin",10.6084/m9.figshare.6126626.v1,figshare,2018
Cloud-first data science at the Alan Turing Institute: Talk from Campus Connections Summit at Imperial College London on 11 April 2018,"O'Reilly, Martin",10.6084/m9.figshare.6126626,figshare,2018
Structural brain development during adolescence and its relation to psychiatric disorders,"Whitaker, Kirstie",10.6084/m9.figshare.6275753.v1,figshare,2018
Structural brain development during adolescence and its relation to psychiatric disorders,"Whitaker, Kirstie",10.6084/m9.figshare.6275753,figshare,2018
Open communities and promoting a culture of collaboration,"Sharan, Malvika",10.5281/zenodo.3745007,Zenodo,2020
Open communities and promoting a culture of collaboration,"Sharan, Malvika",10.5281/zenodo.3745008,Zenodo,2020
Barriers to reproducible research (and how to overcome them),"Whitaker, Kirstie",10.6084/m9.figshare.7140050.v1,figshare,2018
Barriers to reproducible research (and how to overcome them),"Whitaker, Kirstie",10.6084/m9.figshare.7140050.v2,figshare,2018
Barriers to reproducible research (and how to overcome them),"Whitaker, Kirstie",10.6084/m9.figshare.7140050,figshare,2018
The responsibility of reproducibility: whose job is it to change the status quo?,"Scientific Data, Whitaker, Kirstie, Quattroni, Paola, Garavito, Natalia Tejedor, Fletcher-Watson, Sue, Babar, Zaheer Ud-Din",10.6084/m9.figshare.7611446.v1,figshare,2019
The responsibility of reproducibility: whose job is it to change the status quo?,"Scientific Data, Whitaker, Kirstie, Quattroni, Paola, Garavito, Natalia Tejedor, Fletcher-Watson, Sue, Babar, Zaheer Ud-Din",10.6084/m9.figshare.7611446,figshare,2019
The challenges and prospects of the intersection of humanities and data science: A White Paper from The Alan Turing Institute,"McGillivray, Barbara, Alex, Beatrice, Ames, Sarah, Guyda Armstrong, Beavan, David, Ciula, Arianna, Colavizza, Giovanni, Cummings, James, Roure, David De, Farquhar, Adam, Hengchen, Simon, Lang, Anouk, Loxley, James, Goudarouli, Eirini, Nanni, Federico, Nini, Andrea, Nyhan, Julianne, Osborne, Nicola, Poibeau, Thierry, Ridge, Mia, Ranade, Sonia, Smithies, James, Terras, Melissa, Vlachidis, Andreas, Willcox, Pip",10.6084/m9.figshare.12732164.v4,figshare,2020
The challenges and prospects of the intersection of humanities and data science: A White Paper from The Alan Turing Institute,"McGillivray, Barbara, Alex, Beatrice, Ames, Sarah, Guyda Armstrong, Beavan, David, Ciula, Arianna, Colavizza, Giovanni, Cummings, James, Roure, David De, Farquhar, Adam, Hengchen, Simon, Lang, Anouk, Loxley, James, Goudarouli, Eirini, Nanni, Federico, Nini, Andrea, Nyhan, Julianne, Osborne, Nicola, Poibeau, Thierry, Ridge, Mia, Ranade, Sonia, Smithies, James, Terras, Melissa, Vlachidis, Andreas, Willcox, Pip",10.6084/m9.figshare.12732164,figshare,2020
The challenges and prospects of the intersection of humanities and data science: A White Paper from The Alan Turing Institute,"McGillivray, Barbara, Alex, Beatrice, Ames, Sarah, Guyda Armstrong, Beavan, David, Ciula, Arianna, Colavizza, Giovanni, Cummings, James, Roure, David De, Farquhar, Adam, Hengchen, Simon, Lang, Anouk, Loxley, James, Goudarouli, Eirini, Nanni, Federico, Nini, Andrea, Nyhan, Julianne, Osborne, Nicola, Poibeau, Thierry, Ridge, Mia, Ranade, Sonia, Smithies, James, Terras, Melissa, Vlachidis, Andreas, Willcox, Pip",10.6084/m9.figshare.12732164.v5,figshare,2020
How to cite software: current best practice,"Hong, Neil Chue",10.6084/m9.figshare.8124284.v1,figshare,2019
How to cite software: current best practice,"Hong, Neil Chue",10.6084/m9.figshare.8124284,figshare,2019
Ancient Greek stop words,"Vatri, Alessandro",10.6084/m9.figshare.9724613.v1,figshare,2019
Ancient Greek stop words,"Vatri, Alessandro",10.6084/m9.figshare.9724613,figshare,2019
Lightning talks: 7 data sharing stories #SciData19,"Scientific Data, McGillivray, Barbara, Lahti, Leo, Velden, Yasemin Turkyilmaz-Van Der, Addis, Graham, Anguita-Ruiz, Augusto, Aitkenhead, Georgia, Clare, Connie",10.6084/m9.figshare.10319534.v1,figshare,2019
Lightning talks: 7 data sharing stories #SciData19,"Scientific Data, McGillivray, Barbara, Lahti, Leo, Velden, Yasemin Turkyilmaz-Van Der, Addis, Graham, Anguita-Ruiz, Augusto, Aitkenhead, Georgia, Clare, Connie",10.6084/m9.figshare.10319534,figshare,2019
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v6,figshare,2020
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v7,figshare,2020
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v5,figshare,2020
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v4,figshare,2020
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v3,figshare,2020
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v2,figshare,2020
Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644.v1,figshare,2020
Data Safe Havens in the Cloud: Talk from UKRI Cloud Workshop 03 March 2020,"O'Reilly, Martin",10.6084/m9.figshare.11923644,figshare,2020
"Data for ""Functional MRI connectivity accurately distinguishes cases with psychotic disorders from healthy controls, based on cortical features associated with brain network development""","Morgan, Sarah, Young, Jonathan, Ameera X. Patel, Whitaker, Kirstie, Scarpazza, Cristina, Amelsvoort, Therese Van, Marcelis, Machteld, Os, Jim Van, Donohoe, Gary, Mothersill, David, Corvin, Aiden, Arango, Celso, Mechelli, Andrea, Heuvel, Martijn Van Den, Kahn, René S., McGuire, Philip, Brammer, Michael, Bullmore, Edward T",10.6084/m9.figshare.12361550.v1,figshare,2020
"Data for ""Functional MRI connectivity accurately distinguishes cases with psychotic disorders from healthy controls, based on cortical features associated with brain network development""","Morgan, Sarah, Young, Jonathan, Ameera X. Patel, Whitaker, Kirstie, Scarpazza, Cristina, Amelsvoort, Therese Van, Marcelis, Machteld, Os, Jim Van, Donohoe, Gary, Mothersill, David, Corvin, Aiden, Arango, Celso, Mechelli, Andrea, Heuvel, Martijn Van Den, Kahn, René S., McGuire, Philip, Brammer, Michael, Bullmore, Edward T",10.6084/m9.figshare.12361550,figshare,2020
The challenges and prospects of the intersection of humanities and data science: A White Paper from The Alan Turing Institute,"McGillivray, Barbara, Alex, Beatrice, Ames, Sarah, Guyda Armstrong, Beavan, David, Ciula, Arianna, Colavizza, Giovanni, Cummings, James, Roure, David De, Farquhar, Adam, Hengchen, Simon, Lang, Anouk, Loxley, James, Goudarouli, Eirini, Nanni, Federico, Nini, Andrea, Nyhan, Julianne, Osborne, Nicola, Poibeau, Thierry, Ridge, Mia, Ranade, Sonia, Smithies, James, Terras, Melissa, Vlachidis, Andreas, Willcox, Pip",10.6084/m9.figshare.12732164.v3,figshare,2020
The challenges and prospects of the intersection of humanities and data science: A White Paper from The Alan Turing Institute,"McGillivray, Barbara, Alex, Beatrice, Ames, Sarah, Guyda Armstrong, Beavan, David, Ciula, Arianna, Colavizza, Giovanni, Cummings, James, Roure, David De, Farquhar, Adam, Hengchen, Simon, Lang, Anouk, Loxley, James, Goudarouli, Eirini, Nanni, Federico, Nini, Andrea, Nyhan, Julianne, Osborne, Nicola, Poibeau, Thierry, Ridge, Mia, Ranade, Sonia, Smithies, James, Terras, Melissa, Vlachidis, Andreas, Willcox, Pip",10.6084/m9.figshare.12732164.v2,figshare,2020
The challenges and prospects of the intersection of humanities and data science: A White Paper from The Alan Turing Institute,"McGillivray, Barbara",10.6084/m9.figshare.12732164.v1,figshare,2020
"The Turing Way: Reproducible, inclusive, collaborative data science","Whitaker, Kirstie",10.5281/zenodo.3959179,Zenodo,2020
"The Turing Way: Reproducible, inclusive, collaborative data science","Whitaker, Kirstie",10.5281/zenodo.3959180,Zenodo,2020
Research to empower: co-creating a citizen science project,"Aitkenhead, Georgia",10.5281/zenodo.3886558,Zenodo,2020
Research to empower: co-creating a citizen science project,"Aitkenhead, Georgia",10.5281/zenodo.3886557,Zenodo,2020
Data Study Group Final Report: SenSat,Data Study Group Team,10.5281/zenodo.3878499,Zenodo,2020
Data Study Group Final Report: SenSat,Data Study Group Team,10.5281/zenodo.3878498,Zenodo,2020
Data Study Group Final Report: WWF,Data Study Group Team,10.5281/zenodo.3878456,Zenodo,2020
Data Study Group Final Report: WWF,Data Study Group Team,10.5281/zenodo.3878457,Zenodo,2020
Data Study Group Network Final Report - Woolfson Laboratory,Data Study Group Team,10.5281/zenodo.3877119,Zenodo,2020
Data Study Group Network Final Report - Woolfson Laboratory,Data Study Group Team,10.5281/zenodo.3877118,Zenodo,2020
Data Study Group Final Report: Telenor,Data Study Group Team,10.5281/zenodo.3786852,Zenodo,2020
Data Study Group Final Report: Telenor,Data Study Group Team,10.5281/zenodo.3786851,Zenodo,2020
Data Study Group Final Report: Roche,Data Study Group Team,10.5281/zenodo.3876988,Zenodo,2020
Data Study Group Final Report: Roche,Data Study Group Team,10.5281/zenodo.3876989,Zenodo,2020
"Tools, practices and systems at the Turing","Whitaker, Kirstie",10.5281/zenodo.3871520,Zenodo,2020
"Tools, practices and systems at the Turing","Whitaker, Kirstie",10.5281/zenodo.3871519,Zenodo,2020
"Turing Tools, Practices and Systems Lightning Talks, May 2020","McInerny, Greg, Basiri, Ana, Löning, Markus, Gibson, Sarah, Dent, Chris, Clegg, Richard G.",10.5281/zenodo.3859613,Zenodo,2020
"Turing Tools, Practices and Systems Lightning Talks, May 2020","McInerny, Greg, Basiri, Ana, Löning, Markus, Gibson, Sarah, Dent, Chris, Clegg, Richard G.",10.5281/zenodo.3859614,Zenodo,2020
"Tools, practices and systems at the Turing","Whitaker, Kirstie",10.5281/zenodo.3859444,Zenodo,2020
"Tools, practices and systems at the Turing","Whitaker, Kirstie",10.5281/zenodo.3859443,Zenodo,2020
alan-turing-institute/TCPDBench: Turing Change Point Benchmark,"Burg, Gertjan Van Den",10.5281/zenodo.3855165,Zenodo,2020
"Tools, practices and systems at the Turing","Whitaker, Kirstie",10.5281/zenodo.3831911,Zenodo,2020
"Tools, practices and systems at the Turing","Whitaker, Kirstie",10.5281/zenodo.3831912,Zenodo,2020
Embedding values in the open infrastructure of health data science,"Whitaker, Kirstie",10.5281/zenodo.3826407,Zenodo,2020
Embedding values in the open infrastructure of health data science,"Whitaker, Kirstie",10.5281/zenodo.3826406,Zenodo,2020
Detecting East Asian Prejudice on Social Media,"Vidgen, Bertie, Botelho, Austin, Broniatowski, David, Guest, Ella, Hall, Matthew, Margetts, Helen, Tromble, Rebekah, Zeerak Waseem, Hale, Scott",10.5281/zenodo.3816666,Zenodo,2020
Detecting East Asian Prejudice on Social Media,"Vidgen, Bertie, Botelho, Austin, Broniatowski, David, Guest, Ella, Hall, Matthew, Margetts, Helen, Tromble, Rebekah, Zeerak Waseem, Hale, Scott",10.5281/zenodo.3816667,Zenodo,2020
Data Study Group Network Final Report: Bristol City Council,Data Study Group Team,10.5281/zenodo.3775496,Zenodo,2020
Data Study Group Network Final Report: Bristol City Council,Data Study Group Team,10.5281/zenodo.3775497,Zenodo,2020
Data Study Group Network Final Report: Rothamsted Research,Data Study Group Team,10.5281/zenodo.3775489,Zenodo,2020
Data Study Group Network Final Report: Rothamsted Research,Data Study Group Team,10.5281/zenodo.3775488,Zenodo,2020
Participatory citizen science to improve autistic people's lives,"Whitaker, Kirstie",10.5281/zenodo.3766923,Zenodo,2020
Participatory citizen science to improve autistic people's lives,"Whitaker, Kirstie",10.5281/zenodo.3766922,Zenodo,2020
Data Study Group Final Report: eGym,Data Study Group Team,10.5281/zenodo.3755606,Zenodo,2020
Data Study Group Final Report: eGym,Data Study Group Team,10.5281/zenodo.3755605,Zenodo,2020
Participatory Science to Empower,"Aitkenhead, Georgia",10.5281/zenodo.3743441,Zenodo,2020
Participatory Science to Empower,"Aitkenhead, Georgia",10.5281/zenodo.3743440,Zenodo,2020
"The Turing Way: A guide to reproducible, ethical and collaborative data science and research","Sharan, Malvika",10.5281/zenodo.3706513,Zenodo,2020
Data Study Group Final Report: Great Ormond Street Hospital,Data Study Group Team,10.5281/zenodo.3670726,Zenodo,2020
Data Study Group Final Report: Great Ormond Street Hospital,Data Study Group Team,10.5281/zenodo.3670725,Zenodo,2020
Data Study Group Final Report: British Antarctic Survey,Data Study Group Team,10.5281/zenodo.3670637,Zenodo,2020
Data Study Group Final Report: British Antarctic Survey,Data Study Group Team,10.5281/zenodo.3670636,Zenodo,2020
"The Turing Way: A guide to reproducible, ethical and collaborative data science and research","Sharan, Malvika",10.5281/zenodo.3706512,Zenodo,2020
"The Turing Way: A guide to reproducible, ethical and collaborative data science and research","Sharan, Malvika",10.5281/zenodo.3706577,Zenodo,2020
alan-turing-institute/azure_usage_v1 v1.0,"Lazauskas, Tomas",10.5281/zenodo.3665332,Zenodo,2020
alan-turing-institute/DetectorCheckerWebApp: Pre publication release,"Lazauskas, Tomas, Giles, Oscar T, O'Reilly, Martin, Kendall, Wilfrid, Brettschneider, Julia",10.5281/zenodo.3662234,Zenodo,2020
alan-turing-institute/DetectorCheckerWebApp: Pre publication release,"Lazauskas, Tomas, Giles, Oscar T, O'Reilly, Martin, Kendall, Wilfrid, Brettschneider, Julia",10.5281/zenodo.3662235,Zenodo,2020
alan-turing-institute/DetectorChecker: Pre publication release,"Lazauskas, Tomas, Giles, Oscar T, O'Reilly, Martin, Kendall, Wilfrid, Brettschneider, Julia",10.5281/zenodo.3662233,Zenodo,2020
Participatory citizen science to improve autistic people's lives,"Whitaker, Kirstie",10.5281/zenodo.3661468,Zenodo,2020
Participatory citizen science to improve autistic people's lives,"Whitaker, Kirstie",10.5281/zenodo.3661469,Zenodo,2020
alan-turing-institute/lwm_ARTIDIGH_2020_OCR_impact_downstream_NLP_tasks: ARTIDIGH Zenodo,"van Strien, Daniel, Beelen, Kaspar, Coll Ardanuy, Mariona, Hosseini, Kasra, McGillivray, Barbara, Colavizza, Giovanni",10.5281/zenodo.3610376,Zenodo,2020
ISPON: A New Dataset for Identifying Sources in Political Online News,"Tromble, Rebekah, Chalstrey, Ed, Gabašová, Evelina, Gibson, Sarah L., O'Reilly, Martin T., Robinson, James, Nguyen, Dong",10.5281/zenodo.3608608,Zenodo,2020
ISPON: A New Dataset for Identifying Sources in Political Online News,"Tromble, Rebekah, Chalstrey, Ed, Gabašová, Evelina, Gibson, Sarah L., O'Reilly, Martin T., Robinson, James, Nguyen, Dong",10.5281/zenodo.3608607,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.7.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Okon Samuel, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, Gabasova, Evelina, Dilum Aluthge, St-Jean, Cédric",10.5281/zenodo.3608402,Zenodo,2020
Open and transparent leadership in academia,"Whitaker, Kirstie",10.5281/zenodo.3603499,Zenodo,2020
Open and transparent leadership in academia,"Whitaker, Kirstie",10.5281/zenodo.3603498,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.6.1,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Okon Samuel, Hoffimann, Júlio, Sjvollmer, Borregaard, Michael Krabbe, Squire, Kevin, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, Gabasova, Evelina, Dilum Aluthge",10.5281/zenodo.3597019,Zenodo,2020
alan-turing-institute/MLJ.jl: v0.6.0,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Samaroo, Julian, Evalparse, Hoffimann, Júlio, Sjvollmer, Okon Samuel, Borregaard, Michael Krabbe, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, Gabasova, Evelina, Dilum Aluthge",10.5281/zenodo.3576225,Zenodo,2019
alan-turing-institute/MLJ.jl: v0.5.9,"Anthony Blaom, PhD, Lienart, Thibaut, Yiannis Simillides, Arenas, Diego, Vollmersj, Giordano, Mosè, Ayush Shridhar, Ayush Shridhar, , Ed, Swenkel, Evalparse, Hoffimann, Júlio, Sjvollmer, Okon Samuel, Borregaard, Michael Krabbe, Lhnguyen-Vn, Hönig, Robert, , Nils, Kryohi, Samaroo, Julian, Gabasova, Evelina, Dilum Aluthge",10.5281/zenodo.3568457,Zenodo,2019
